Users,Items
6042020-08-27,[124]
6042020-08-26,[130]
6042020-08-25,[154]
6042020-08-24,"[18, 128]"
8972020-11-09,"[1, 21, 134]"
6042020-08-22,[157]
6042020-08-21,"[140, 154]"
6042020-08-20,[123]
8542020-11-19,[130]
8542020-11-18,[15]
7512020-10-27,"[128, 134]"
7512020-10-26,"[128, 154]"
7512020-10-21,[12]
7512020-10-20,"[22, 154]"
12862020-09-19,[76]
12862020-09-18,"[74, 128, 154]"
8542020-11-11,"[146, 151]"
12862020-09-16,"[130, 151, 154]"
12862020-09-15,"[76, 128, 169]"
8542020-11-12,[130]
8542020-11-15,[15]
9652020-08-25,"[132, 170]"
8542020-11-17,"[25, 26]"
12862020-09-10,"[108, 128, 154]"
10342020-09-27,[169]
10342020-09-26,[148]
10342020-09-25,[139]
16532020-09-27,"[107, 140]"
16532020-09-20,"[128, 130]"
16532020-09-21,"[105, 134]"
16532020-09-22,"[22, 128]"
16532020-09-23,"[146, 151]"
10122020-09-12,[169]
16532020-09-28,"[154, 169]"
10342020-09-29,"[130, 168]"
10342020-09-28,"[12, 76, 128, 148, 151, 166]"
19802020-09-30,[76]
5272020-09-09,[169]
9652020-08-21,[128]
4732020-08-29,[134]
4732020-08-28,[155]
4732020-08-27,"[124, 156]"
4732020-08-26,"[155, 156]"
4732020-08-25,"[146, 151, 151, 155, 164]"
4732020-08-24,[107]
4732020-08-23,"[151, 164]"
4732020-08-22,"[74, 130]"
4732020-08-21,[155]
9852020-10-30,"[100, 154]"
16432020-10-18,[128]
16432020-10-17,"[12, 154]"
16432020-10-10,[159]
12012020-10-03,[154]
16092020-09-09,[169]
15672020-09-15,[169]
4082020-10-13,[135]
2592020-09-01,"[161, 176]"
2862020-08-16,"[134, 158]"
11112020-08-24,[155]
11742020-09-27,[138]
11342020-09-05,[178]
2752020-08-25,"[154, 156]"
16092020-09-08,[157]
1772020-08-26,[155]
4402020-11-02,[135]
4082020-10-12,[148]
2912020-10-18,[159]
12512020-09-19,"[128, 134]"
3322020-09-18,"[169, 178]"
2782020-10-21,[193]
4402020-11-04,[193]
14772020-10-27,[154]
14772020-10-24,[76]
14772020-10-25,"[134, 141, 154, 157]"
14772020-10-22,"[142, 170]"
14772020-10-23,"[133, 134, 159]"
14772020-10-20,[139]
14772020-10-21,"[107, 142]"
1772020-08-22,[132]
14772020-10-28,"[146, 151]"
1772020-08-23,[161]
4402020-11-09,[93]
3542020-11-18,"[140, 146, 151]"
3542020-11-19,"[76, 124, 190]"
4402020-11-08,[142]
3542020-11-12,"[124, 124, 130, 134, 135]"
3542020-11-13,[164]
3542020-11-10,[142]
1772020-08-21,"[154, 161]"
3542020-11-16,[93]
3542020-11-17,[1]
3542020-11-14,[130]
3542020-11-15,"[146, 151]"
13222020-11-15,"[142, 195]"
7262020-10-17,"[155, 156]"
13222020-11-17,[135]
8342020-10-28,[140]
2292020-09-13,"[146, 151]"
11652020-11-24,[142]
6722020-10-16,"[139, 146, 151]"
7262020-10-13,[141]
12002020-09-28,[170]
12002020-09-29,[142]
14372020-10-19,[154]
14372020-10-18,[134]
9982020-10-30,[154]
3442020-11-23,"[151, 164]"
12002020-09-21,"[151, 164]"
14372020-10-11,"[15, 141]"
14372020-10-10,"[135, 157]"
14372020-10-17,[134]
12002020-09-25,"[46, 128]"
12002020-09-26,[155]
12002020-09-27,[138]
142020-10-12,[188]
9872020-08-23,[154]
3882020-11-29,[170]
12652020-11-30,[154]
1682020-11-13,[160]
16452020-11-17,[134]
16452020-11-16,[142]
2632020-09-02,[159]
16452020-11-12,[134]
16452020-11-19,[151]
2672020-09-03,"[152, 163]"
6252020-11-05,"[107, 154]"
6252020-11-06,[193]
6252020-11-07,"[139, 154]"
4842020-08-18,[156]
6252020-11-01,"[130, 141]"
1772020-08-28,[155]
1772020-08-29,"[139, 151, 164]"
9872020-08-22,[154]
1772020-08-27,[124]
1772020-08-24,"[135, 146, 151]"
7262020-10-19,[138]
6252020-11-08,[100]
6252020-11-09,"[105, 124, 169]"
1772020-08-20,[130]
10082020-10-03,"[128, 154]"
7262020-10-16,"[18, 190]"
5032020-09-16,"[151, 164]"
7262020-10-14,"[2, 2]"
7262020-10-15,[134]
13222020-11-11,[134]
742020-11-18,[21]
13222020-11-13,"[100, 154]"
7262020-10-11,"[26, 187]"
742020-11-19,[188]
13222020-11-18,"[76, 140, 142]"
7262020-10-18,[169]
6942020-11-10,"[135, 135]"
742020-11-16,[169]
15672020-09-13,[141]
1072020-09-29,[76]
11512020-09-09,[154]
12012020-10-08,[155]
12472020-09-28,[142]
7672020-08-29,[138]
342020-09-09,[2]
13262020-09-14,[156]
3802020-08-16,"[151, 164]"
7482020-08-19,"[161, 169]"
3062020-08-19,"[135, 139]"
3062020-08-18,"[46, 129, 135]"
6402020-08-29,"[129, 174]"
6402020-08-28,[161]
15312020-08-24,[151]
3062020-08-14,[134]
3062020-08-17,"[16, 154]"
3062020-08-16,[130]
6402020-08-23,"[128, 134]"
6402020-08-22,[2]
3062020-08-13,"[128, 129]"
3062020-08-12,[128]
842020-10-29,[2]
842020-10-28,[123]
11422020-10-23,[157]
12832020-11-08,[134]
842020-10-20,[2]
842020-10-23,"[2, 179]"
842020-10-22,[2]
842020-10-25,"[2, 123]"
842020-10-24,[2]
842020-10-27,"[2, 172, 187]"
842020-10-26,[123]
17312020-11-25,"[146, 151]"
5232020-10-19,[151]
3242020-09-01,"[22, 124]"
3242020-09-03,[74]
3242020-09-02,[76]
3242020-09-05,[25]
3242020-09-04,[12]
3242020-09-07,"[76, 148, 169]"
3242020-09-06,[169]
4902020-08-22,[134]
4902020-08-23,"[14, 148, 151]"
4902020-08-20,"[21, 108]"
4902020-08-21,"[74, 140]"
4902020-08-26,[134]
4902020-08-27,[134]
4902020-08-24,"[107, 128, 134, 156, 168]"
4902020-08-25,"[12, 159]"
3352020-11-04,[171]
6212020-10-18,[151]
7052020-10-01,"[151, 164]"
10422020-09-14,[148]
8382020-08-19,[156]
382020-11-23,"[20, 107]"
19082020-10-20,"[76, 129, 134, 169]"
382020-11-21,"[2, 76, 107]"
382020-11-20,[2]
382020-11-27,[169]
19082020-10-24,"[100, 129, 193]"
382020-11-25,"[15, 21, 168, 188]"
19082020-10-26,[151]
382020-11-29,"[76, 188]"
382020-11-28,"[98, 188]"
3412020-11-18,[148]
792020-09-17,[171]
8382020-08-18,[159]
5792020-11-22,[138]
5792020-11-23,"[51, 107]"
5792020-11-20,"[146, 151]"
5792020-11-21,"[128, 154]"
5792020-11-26,[154]
5792020-11-27,"[26, 108]"
5792020-11-24,[15]
5792020-11-25,[130]
5792020-11-28,"[21, 154]"
3212020-10-09,[155]
3412020-11-19,"[93, 130]"
3212020-10-06,"[15, 176]"
3212020-10-07,"[139, 169]"
12472020-09-23,[12]
9082020-10-25,"[154, 169]"
11252020-09-28,[148]
11252020-09-29,[140]
5362020-08-19,[155]
11252020-09-20,[169]
11252020-09-21,"[128, 170]"
11252020-09-22,[169]
11252020-09-24,[76]
11252020-09-25,"[128, 154]"
11252020-09-26,"[100, 107, 128]"
11252020-09-27,[128]
18772020-09-19,[181]
13992020-11-29,[12]
5302020-10-12,[160]
5932020-09-16,[154]
4212020-08-17,"[148, 151]"
8342020-08-25,"[151, 154, 170]"
4202020-08-26,[156]
6212020-10-14,[187]
4202020-08-25,[154]
9772020-09-05,[141]
1952020-11-02,[124]
6402020-08-27,[154]
10792020-09-28,"[76, 173]"
10792020-09-29,[129]
1952020-11-06,[1]
1952020-11-07,"[151, 177]"
1952020-11-04,[132]
1952020-11-05,"[139, 169]"
10792020-09-22,"[128, 175]"
10982020-09-29,"[76, 138]"
10792020-09-20,"[130, 134, 157]"
10792020-09-21,"[26, 76, 128]"
10792020-09-26,[128]
10792020-09-27,[134]
10792020-09-24,[154]
10792020-09-25,[76]
6402020-08-24,"[128, 138, 155]"
4202020-08-21,[129]
2002020-08-22,"[146, 151]"
15312020-08-20,[169]
4202020-08-20,[159]
10082020-10-08,[169]
6402020-08-21,"[146, 151]"
882020-08-17,"[151, 164]"
10402020-09-18,[74]
10402020-09-17,[26]
10402020-09-16,"[128, 148, 172]"
6402020-08-20,"[123, 128, 135, 154, 161]"
10402020-09-13,"[138, 156]"
10402020-09-12,[169]
10402020-09-11,[134]
10402020-09-10,"[128, 151]"
182020-10-30,"[2, 48]"
882020-08-29,[148]
792020-09-14,[179]
11012020-10-23,"[151, 164]"
2662020-08-16,[156]
342020-09-02,"[20, 74]"
14742020-08-24,[148]
4202020-08-28,"[12, 156]"
6972020-09-29,"[161, 169]"
8342020-08-20,[154]
16782020-09-10,[169]
15742020-10-21,[193]
11012020-10-26,[129]
8462020-10-19,"[76, 140]"
8462020-10-18,"[107, 142, 154]"
9772020-09-02,[124]
8462020-10-16,"[74, 169]"
8462020-10-15,[151]
8462020-10-14,[2]
8462020-10-13,[156]
8462020-10-12,"[124, 182]"
8462020-10-11,"[154, 159]"
8462020-10-10,[151]
882020-08-20,"[123, 156, 163]"
5252020-11-01,[154]
9082020-10-20,[181]
5252020-11-07,"[18, 22]"
5252020-11-06,[130]
5252020-11-05,[135]
882020-08-21,[2]
5252020-11-09,[130]
5252020-11-08,[151]
492020-10-04,"[2, 123]"
1222020-10-25,"[2, 169, 173]"
1222020-10-24,"[2, 179]"
6212020-10-10,"[128, 156]"
1222020-10-21,[2]
1222020-10-20,"[2, 76, 169, 193]"
1222020-10-23,[179]
1222020-10-22,"[22, 193]"
882020-08-24,[148]
12702020-09-04,"[134, 170]"
1222020-10-29,[19]
1222020-10-28,[178]
492020-10-03,"[170, 188]"
4322020-10-27,"[134, 155, 156]"
4322020-10-26,"[124, 140, 169]"
4322020-10-25,"[76, 139]"
4322020-10-24,"[76, 129, 139, 139]"
4322020-10-23,[12]
4322020-10-22,[12]
4322020-10-21,"[108, 141, 169]"
4322020-10-20,"[76, 141, 142]"
3482020-11-06,"[146, 151]"
3482020-11-07,[151]
3482020-11-04,[15]
8342020-08-22,[2]
3482020-11-02,[128]
4322020-10-29,[76]
3482020-11-01,"[15, 19]"
12852020-10-23,[135]
12852020-10-22,"[129, 173]"
12852020-10-21,[19]
12852020-10-27,"[146, 151, 155, 187]"
12852020-10-25,[76]
1212020-10-21,[2]
12852020-10-28,[76]
14942020-11-30,[168]
17112020-10-25,"[26, 142, 151]"
18162020-11-19,[48]
8422020-11-28,"[76, 166]"
3882020-09-28,"[148, 151]"
18162020-11-16,[128]
20632020-09-19,"[128, 159]"
962020-11-12,"[2, 123]"
7682020-11-23,[134]
7682020-11-20,[76]
962020-11-11,[2]
962020-11-16,[2]
7682020-11-27,[130]
962020-11-14,"[2, 123]"
7682020-11-25,[142]
962020-11-18,[2]
7682020-11-29,[128]
17112020-10-20,[128]
18792020-09-20,"[76, 136, 151, 157, 164]"
18792020-09-21,[130]
18792020-09-26,[139]
18792020-09-27,"[140, 141, 148]"
5592020-09-07,[163]
18792020-09-28,[134]
18792020-09-29,[134]
5952020-08-22,[154]
5592020-09-06,"[163, 169]"
4772020-09-11,[128]
4772020-09-10,[138]
4772020-09-13,"[134, 169]"
13012020-11-17,[1]
4772020-09-15,"[18, 154]"
13072020-09-20,[134]
4772020-09-17,"[151, 164]"
4772020-09-16,"[19, 100, 169]"
4772020-09-19,"[21, 25, 76]"
4772020-09-18,"[130, 151, 154, 157, 164]"
13072020-09-21,[46]
2692020-08-23,[154]
6232020-09-29,[148]
6232020-09-28,"[142, 169]"
6232020-09-21,"[151, 177]"
6232020-09-20,"[130, 154]"
6232020-09-22,[156]
6232020-09-25,[134]
10292020-09-27,"[76, 148]"
6232020-09-27,[22]
11132020-11-11,"[142, 154, 169]"
2512020-08-18,"[146, 151]"
8402020-11-14,[21]
8402020-11-15,"[76, 108, 177]"
8402020-11-12,[128]
8402020-11-13,[133]
8402020-11-10,"[138, 142, 169, 170]"
8402020-11-11,[138]
4902020-08-28,[155]
8402020-11-18,[154]
8402020-11-19,"[151, 164]"
4902020-08-29,"[129, 140]"
16882020-09-10,"[169, 178]"
10292020-09-22,[178]
11282020-11-15,"[100, 134, 138]"
2002020-08-17,"[146, 151]"
11282020-11-17,"[15, 48, 107, 142]"
13632020-10-03,"[130, 142]"
11282020-11-11,[12]
11282020-11-10,[25]
13632020-10-06,"[130, 154]"
11282020-11-12,[135]
13632020-10-08,[128]
13632020-10-09,"[12, 74]"
16842020-11-16,[132]
11282020-11-19,[128]
11282020-11-18,"[128, 135, 154]"
5412020-11-27,[128]
1502020-09-14,"[140, 154]"
5412020-11-25,[76]
5412020-11-24,"[134, 141]"
5412020-11-23,[25]
5412020-11-22,"[76, 93, 148, 154, 154, 177]"
1502020-09-13,"[107, 179]"
1502020-09-12,"[2, 179]"
1502020-09-19,[74]
1502020-09-18,"[2, 123, 155, 156]"
5412020-11-29,[76]
5412020-11-28,"[93, 154]"
6282020-09-04,[128]
6282020-09-05,"[128, 154]"
6282020-09-06,[93]
6282020-09-07,"[76, 154]"
6282020-09-01,"[151, 164]"
6282020-09-02,"[148, 169]"
6282020-09-03,"[4, 157]"
2512020-08-14,[159]
6282020-09-08,"[128, 154]"
6282020-09-09,[76]
2512020-08-15,[155]
3412020-11-16,"[124, 130, 141]"
14272020-11-29,"[141, 142]"
11852020-10-02,[175]
10452020-11-07,[169]
2862020-08-17,[160]
7932020-09-11,[180]
13792020-10-28,"[142, 154]"
1372020-09-03,[15]
1372020-09-02,"[12, 148]"
1372020-09-01,[124]
4002020-10-09,"[146, 151]"
1372020-09-07,[139]
1372020-09-06,"[123, 155]"
1372020-09-05,"[146, 151]"
1372020-09-04,[93]
4002020-10-02,"[18, 154]"
4002020-10-03,[15]
13352020-11-22,[12]
1372020-09-08,"[2, 123]"
4002020-10-06,"[12, 74]"
4002020-10-07,[128]
13352020-11-26,[26]
13352020-11-27,[135]
18262020-10-18,"[18, 128]"
3452020-08-13,[159]
1472020-11-24,[188]
18262020-10-11,[128]
18262020-10-10,[22]
5492020-08-22,[151]
18262020-10-17,[134]
15702020-10-24,"[135, 154]"
6812020-10-26,"[124, 130, 134, 140]"
6812020-10-25,[142]
6812020-10-24,[139]
9772020-09-08,[130]
6812020-10-22,[19]
15702020-10-22,"[26, 142]"
1862020-08-16,"[12, 146, 148, 151]"
15702020-10-28,[105]
13422020-11-20,"[12, 128, 134]"
6812020-10-29,"[19, 128]"
15432020-09-05,[163]
5042020-08-28,[124]
13262020-09-18,"[154, 154]"
13422020-11-21,[107]
442020-09-01,"[108, 123]"
5042020-08-29,[156]
1862020-08-13,"[12, 128, 154]"
9472020-09-12,"[157, 169]"
18812020-11-29,[154]
13422020-11-27,[168]
4502020-08-26,[154]
4612020-08-28,"[74, 135, 154]"
4612020-08-29,[159]
4502020-08-27,[124]
4612020-08-22,"[123, 128, 155, 162]"
4612020-08-23,[155]
4612020-08-20,[12]
4612020-08-21,"[154, 155]"
4612020-08-26,"[128, 156]"
4612020-08-27,"[124, 167]"
21002020-09-19,"[146, 151]"
4612020-08-25,"[146, 151]"
12032020-10-24,[154]
11622020-10-10,[142]
382020-11-22,[188]
10902020-10-30,[128]
8062020-10-26,[26]
3472020-09-27,"[107, 140]"
8062020-10-24,"[139, 155]"
8062020-10-25,[142]
8062020-10-22,[132]
8062020-10-23,[140]
3472020-09-20,[154]
8062020-10-21,"[18, 76, 139, 142]"
2152020-08-21,[139]
2152020-08-20,"[12, 12, 163, 166]"
2152020-08-23,[155]
2152020-08-22,"[128, 148, 155]"
2152020-08-25,"[151, 154, 164]"
2152020-08-24,"[19, 154]"
8062020-10-28,"[25, 173]"
8062020-10-29,[130]
6442020-09-11,[76]
14452020-09-07,[128]
6972020-09-26,[141]
15352020-09-11,"[130, 134]"
6442020-09-15,"[148, 154]"
15352020-09-17,[128]
6442020-09-17,"[128, 154]"
6442020-09-16,"[76, 151]"
6442020-09-19,[21]
5042020-08-24,[154]
15352020-09-18,"[128, 129, 154]"
15352020-09-19,"[128, 169]"
4982020-09-28,[76]
882020-08-18,"[146, 151]"
14452020-09-06,[130]
632020-11-09,"[2, 123]"
14842020-10-21,[76]
13792020-10-23,[105]
14842020-10-24,[134]
14842020-10-25,"[22, 169]"
14842020-10-27,[154]
632020-11-01,"[2, 123]"
632020-11-02,"[2, 169]"
632020-11-05,[22]
632020-11-04,[2]
632020-11-07,"[20, 26, 107]"
632020-11-06,[2]
10312020-10-02,[74]
4482020-11-04,"[141, 146, 151]"
8452020-11-15,[193]
1632020-09-07,"[151, 164]"
12442020-10-01,[134]
12442020-10-02,"[140, 169]"
12442020-10-03,[128]
20172020-09-30,[134]
12442020-10-05,[154]
2812020-10-07,[148]
12442020-10-07,"[142, 148]"
12442020-10-08,"[156, 182]"
12442020-10-09,[128]
10382020-10-02,[76]
7322020-11-26,"[76, 132]"
7322020-11-25,[142]
7322020-11-24,[107]
7322020-11-23,"[26, 51]"
7322020-11-22,"[26, 196]"
7322020-11-21,"[139, 177]"
7322020-11-20,"[151, 164]"
14462020-09-14,[156]
7322020-11-29,"[15, 129, 138]"
7322020-11-28,[142]
7662020-10-27,"[135, 154]"
9072020-10-25,"[76, 93]"
2812020-10-06,[148]
5392020-11-12,[124]
9072020-10-22,"[22, 100, 176, 193]"
5852020-09-27,[154]
2982020-10-08,"[151, 164]"
5392020-11-11,[154]
11712020-10-06,"[160, 169]"
2982020-10-07,[129]
8742020-10-17,"[142, 154]"
5572020-10-23,[161]
2982020-10-06,[160]
7662020-10-23,[188]
11712020-10-04,[128]
16902020-10-01,"[76, 128]"
5392020-11-16,[124]
19722020-10-08,[169]
15422020-10-10,[154]
232020-11-24,[188]
7042020-10-18,[134]
19722020-10-01,[129]
6572020-10-20,[140]
7042020-10-19,[18]
19722020-10-04,"[129, 134]"
19722020-10-05,[128]
2982020-10-02,[26]
12702020-11-28,"[22, 128, 138]"
15022020-10-08,[128]
6512020-10-08,[134]
6512020-10-09,[130]
232020-11-21,"[107, 193]"
2862020-11-09,[124]
6512020-10-02,[128]
3202020-10-18,[166]
12702020-11-22,[134]
6512020-10-01,[128]
6512020-10-06,[138]
6512020-10-07,[15]
6512020-10-04,[76]
15022020-10-06,"[20, 50]"
4012020-10-21,[130]
3842020-09-10,"[22, 176]"
4012020-10-23,"[15, 108, 176]"
4012020-10-22,[93]
4012020-10-25,"[142, 154]"
4012020-10-24,[142]
4012020-10-27,[26]
4012020-10-26,"[134, 139, 140, 141, 141, 154]"
4012020-10-29,"[19, 108, 154]"
4012020-10-28,[2]
7042020-10-13,[155]
19182020-10-04,[128]
7042020-10-10,[154]
3202020-10-15,"[124, 188]"
2292020-09-25,[169]
10432020-10-23,[188]
10432020-10-22,[154]
10432020-10-21,[76]
3202020-10-17,"[130, 169]"
10432020-10-27,[130]
10432020-10-26,[134]
10432020-10-25,"[134, 142]"
19342020-11-24,"[26, 134]"
1352020-08-16,[140]
10432020-10-29,[135]
2362020-11-22,"[146, 151, 164]"
3272020-08-15,"[16, 128]"
2292020-09-22,[22]
12692020-09-12,"[128, 157, 178]"
12692020-09-13,[128]
12692020-09-10,[128]
12692020-09-11,"[128, 134]"
582020-11-10,[2]
582020-11-11,"[2, 123]"
1892020-09-28,[2]
1892020-09-29,[18]
6702020-08-22,"[2, 130]"
2272020-10-22,"[76, 188]"
1892020-09-24,[2]
6702020-08-21,"[128, 156]"
582020-11-18,"[123, 169]"
582020-11-19,[123]
2272020-10-25,[76]
1892020-09-21,"[19, 22]"
5792020-11-29,[169]
6892020-10-10,"[100, 132, 139, 157]"
13952020-10-10,[134]
13952020-10-11,[169]
8452020-08-19,[154]
13952020-10-16,"[130, 135, 190]"
2502020-09-04,[156]
13952020-10-18,[169]
13952020-10-19,"[15, 21, 22, 142]"
32020-10-30,"[2, 76]"
2502020-09-07,[154]
10042020-08-29,[18]
10042020-08-28,"[128, 138, 155]"
14702020-09-11,"[132, 134, 169]"
14702020-09-16,"[12, 155]"
14702020-09-14,[148]
14702020-09-15,"[108, 155]"
10042020-08-21,[155]
10042020-08-20,"[128, 134]"
14702020-09-18,"[74, 134, 151, 159]"
10042020-08-22,"[128, 154]"
10042020-08-25,[138]
10042020-08-24,[159]
10042020-08-26,[128]
2502020-09-03,[139]
5372020-10-22,[177]
4382020-10-08,"[128, 151, 164, 166]"
5452020-11-11,"[146, 151]"
9282020-11-19,[1]
13602020-10-20,[22]
13602020-10-23,[193]
13602020-10-22,[140]
6892020-10-16,[130]
16342020-09-08,[129]
3912020-10-30,"[76, 76]"
14102020-09-28,"[128, 154]"
1992020-11-24,"[76, 146, 151]"
1992020-11-25,"[128, 154]"
1992020-11-26,[2]
1992020-11-27,[93]
1992020-11-20,[20]
1992020-11-21,"[2, 76, 188]"
9282020-11-17,[142]
9282020-11-16,"[93, 130]"
4572020-09-17,[166]
4572020-09-16,"[141, 141, 169]"
4572020-09-15,[155]
1072020-11-27,"[2, 123]"
19662020-09-27,"[76, 134]"
19662020-09-26,[135]
4572020-09-11,[131]
4572020-09-10,"[26, 99]"
2292020-08-24,[148]
2292020-08-25,[173]
2292020-08-26,"[51, 154]"
19662020-09-28,[130]
2292020-08-20,"[12, 151, 164]"
2292020-08-21,"[19, 128, 156, 156]"
4572020-09-19,"[128, 154]"
2292020-08-23,"[146, 151]"
7212020-08-25,[148]
9022020-10-26,[169]
8092020-11-19,[1]
1542020-10-02,[2]
8092020-11-17,[148]
8092020-11-16,[141]
8092020-11-15,[138]
8092020-11-14,"[134, 142]"
8092020-11-13,[14]
8092020-11-12,[135]
8092020-11-11,[166]
8092020-11-10,[12]
10112020-10-17,[155]
10112020-10-16,"[151, 164]"
10112020-10-15,"[100, 154]"
10112020-10-14,[134]
10112020-10-13,[128]
10112020-10-11,[187]
10112020-10-10,[187]
13882020-10-23,[161]
13882020-10-22,[154]
6892020-10-14,[134]
5472020-11-09,[105]
5472020-11-08,[135]
5472020-11-07,[142]
5472020-11-06,"[128, 129]"
5472020-11-05,[15]
5472020-11-04,[130]
5472020-11-01,[174]
20802020-09-26,[130]
2242020-09-28,[2]
2242020-09-29,[179]
2242020-09-26,"[18, 179]"
2242020-09-27,[107]
2242020-09-24,"[151, 164]"
14102020-09-26,[178]
2242020-09-22,"[2, 123]"
2242020-09-23,[76]
2242020-09-20,[2]
2242020-09-21,"[2, 169]"
1202020-08-27,[135]
2862020-11-01,[155]
11332020-11-28,[138]
11332020-11-29,"[93, 107]"
3722020-10-04,[15]
3722020-10-05,"[15, 76, 146, 151]"
3722020-10-02,[128]
3722020-10-03,"[18, 187]"
3722020-10-01,[130]
11332020-11-20,"[128, 130]"
11332020-11-21,[134]
4952020-10-20,[14]
11332020-11-23,"[12, 93, 131, 134, 146, 151, 154]"
4952020-10-26,[76]
4952020-10-27,"[25, 176]"
14482020-08-30,[132]
11332020-11-27,"[93, 169, 170, 170]"
6502020-10-21,[130]
15032020-10-23,[12]
15032020-10-20,[128]
15032020-10-21,[12]
6502020-10-25,"[19, 22]"
6502020-10-24,"[22, 129]"
15032020-10-24,[128]
15032020-10-25,"[76, 141]"
6502020-10-29,"[151, 151, 164]"
6502020-10-28,[131]
15032020-10-28,"[129, 139, 154]"
2002020-10-25,[93]
7432020-11-18,[128]
432020-10-27,[188]
8842020-10-09,"[108, 154]"
11602020-09-26,[130]
2552020-09-01,[12]
1942020-10-28,[108]
2552020-09-03,[74]
2552020-09-04,[128]
2552020-09-05,[12]
2552020-09-06,[128]
2552020-09-07,[148]
2552020-09-08,[12]
2552020-09-09,"[128, 130]"
1942020-10-20,"[76, 142, 188]"
1942020-10-21,[2]
1942020-10-26,"[141, 146]"
1942020-10-27,"[135, 193]"
1942020-10-24,"[22, 192]"
1942020-10-25,"[100, 157]"
6082020-09-02,"[151, 164]"
7432020-11-12,[130]
2982020-10-26,"[76, 124, 141, 173, 187]"
4522020-11-14,[108]
4522020-11-13,"[128, 154]"
142020-09-18,[2]
9972020-11-19,[1]
9972020-11-18,[1]
142020-09-15,"[2, 123]"
11052020-08-28,[154]
142020-09-17,"[123, 169]"
142020-09-16,"[2, 159]"
9972020-11-13,"[76, 142]"
9972020-11-12,[12]
9972020-11-11,[130]
142020-09-12,"[2, 179]"
8102020-09-18,[154]
8842020-10-01,[132]
12882020-09-08,[141]
12882020-09-09,[154]
12882020-09-06,"[107, 154]"
12882020-09-07,[74]
12882020-09-04,"[12, 170]"
12882020-09-02,"[108, 134, 154]"
11922020-10-08,[156]
1202020-10-08,"[14, 170]"
4392020-11-05,[124]
11662020-11-12,"[1, 1]"
12902020-10-12,[100]
12902020-10-13,[130]
12902020-10-14,"[74, 140, 142]"
8842020-10-04,[164]
12902020-10-16,"[130, 151, 164]"
12902020-10-17,"[21, 169]"
12902020-10-19,"[134, 135, 146, 151, 159, 177]"
8842020-10-05,"[128, 169]"
4392020-11-09,[134]
4392020-11-08,"[76, 134]"
9292020-10-13,[190]
1262020-10-30,[108]
1872020-10-16,[188]
6142020-11-18,[193]
13182020-11-30,[154]
4282020-11-09,[186]
11272020-10-21,"[142, 192]"
1202020-08-20,"[151, 166]"
17732020-10-25,[134]
13842020-10-22,"[129, 142]"
4482020-08-27,[161]
17082020-09-13,[169]
6692020-10-18,"[76, 188]"
6692020-10-19,"[132, 146, 151]"
12472020-10-23,"[128, 169]"
11992020-11-23,"[25, 107, 128, 154]"
11992020-11-24,[142]
12472020-10-24,[12]
2982020-11-16,[1]
11992020-11-27,"[1, 76]"
12472020-10-29,[26]
12472020-10-28,[76]
6692020-10-12,[177]
9152020-10-19,[26]
6692020-10-14,"[2, 154]"
6692020-10-15,[124]
6692020-10-16,"[25, 155]"
6692020-10-17,[128]
8942020-10-01,"[15, 187]"
6602020-09-16,"[19, 173]"
6602020-09-15,"[76, 128]"
6602020-09-14,[138]
8942020-10-05,"[76, 107]"
8942020-10-04,"[50, 128]"
1202020-08-21,[148]
8942020-10-06,"[76, 142, 151, 166]"
5972020-11-26,[124]
8942020-10-08,"[151, 164, 170]"
5972020-11-24,"[146, 151]"
5972020-11-25,[129]
5972020-11-22,[93]
5972020-11-23,"[76, 134, 146, 151]"
5972020-11-20,[20]
5972020-11-21,[18]
2402020-11-18,[25]
2402020-11-19,"[124, 130]"
9152020-10-15,"[140, 154, 169]"
14402020-09-19,[156]
2402020-11-10,"[19, 76]"
2402020-11-11,"[141, 142]"
2402020-11-12,[134]
2402020-11-13,[128]
2402020-11-14,"[93, 146, 151]"
2402020-11-15,"[151, 177]"
2402020-11-16,[130]
13292020-11-23,"[18, 135]"
17522020-10-17,[172]
17522020-10-11,[141]
3562020-11-04,[178]
17522020-10-18,"[12, 139, 154, 156]"
20152020-09-29,[131]
1142020-10-22,[192]
7342020-11-09,[124]
7342020-11-08,"[1, 15, 142]"
20152020-09-21,"[15, 25]"
20152020-09-20,[107]
7342020-11-02,"[15, 108]"
7342020-11-01,[178]
20152020-09-26,[130]
5342020-09-13,[156]
5342020-09-12,"[128, 139]"
5342020-09-11,"[130, 169]"
5342020-09-10,[130]
5342020-09-17,[155]
5342020-09-16,[76]
5342020-09-15,[155]
17262020-11-30,"[18, 76, 142]"
5342020-09-19,"[18, 76]"
5342020-09-18,"[76, 134, 154, 169, 178]"
4582020-10-12,[157]
1082020-09-04,"[146, 151]"
14232020-08-30,[138]
8442020-11-12,[188]
14292020-09-03,"[76, 108]"
13032020-09-05,"[76, 128]"
3062020-11-24,[128]
3062020-11-25,[15]
14292020-09-07,"[128, 155]"
3062020-11-23,[132]
13032020-09-02,"[124, 154]"
3062020-11-21,"[76, 151]"
14292020-09-09,"[134, 169]"
14292020-09-08,"[25, 76]"
13032020-09-08,[178]
13032020-09-09,[128]
3062020-11-28,[138]
3062020-11-29,"[129, 130, 135]"
2912020-09-28,[2]
2912020-09-29,"[2, 76]"
2912020-09-22,"[15, 107]"
