Users,Items
2912020-09-23,"[12, 19, 130]"
2912020-09-20,"[128, 154]"
2912020-09-21,"[22, 107, 123]"
2912020-09-26,"[76, 151, 177]"
2912020-09-27,[173]
2912020-09-24,"[74, 131]"
2912020-09-25,"[76, 146, 151]"
9282020-10-04,[154]
1952020-11-08,"[151, 164]"
7402020-09-04,"[76, 148]"
16092020-10-23,[129]
16092020-10-22,[161]
16092020-10-21,[128]
16092020-10-20,[22]
16092020-10-27,[173]
16092020-10-25,"[26, 107, 139]"
16092020-10-24,[151]
16092020-10-28,"[129, 142, 169]"
16222020-10-05,[139]
6652020-11-17,[142]
6652020-11-16,"[151, 151]"
6652020-11-15,"[128, 187]"
6652020-11-14,"[134, 142]"
6652020-11-13,[186]
6652020-11-12,[20]
6652020-11-11,"[146, 151, 164]"
6112020-11-08,"[12, 138]"
2212020-08-26,"[157, 161]"
6652020-11-19,"[151, 164]"
6652020-11-18,[130]
3042020-09-09,[141]
3042020-09-08,"[141, 148]"
15152020-10-20,"[154, 169]"
18292020-10-20,[170]
3042020-09-03,[4]
3042020-09-02,[124]
3042020-09-01,[156]
3042020-09-07,"[93, 176]"
3042020-09-06,"[12, 128]"
3042020-09-05,"[2, 154]"
3042020-09-04,"[148, 151]"
9602020-08-22,[156]
9602020-08-23,"[128, 156]"
9602020-08-20,[128]
9602020-08-21,[128]
9602020-08-26,"[128, 155]"
17942020-11-29,[154]
9602020-08-24,[46]
9602020-08-25,[130]
9602020-08-28,[130]
9602020-08-29,[154]
4242020-09-20,"[107, 146]"
4242020-09-21,[169]
4242020-09-22,"[21, 100, 107, 128, 155]"
112020-11-01,"[2, 123]"
112020-11-06,"[2, 123]"
4242020-09-25,[12]
4242020-09-26,"[130, 169]"
4242020-09-27,[142]
10392020-09-27,[128]
4242020-09-29,[76]
112020-11-08,"[2, 107, 123, 169]"
112020-11-09,[2]
642020-08-28,[14]
15212020-09-15,[128]
15212020-09-14,[141]
15212020-09-17,[129]
15212020-09-11,"[12, 128, 155]"
602020-09-28,"[2, 123]"
15212020-09-13,[14]
602020-09-25,[170]
602020-09-24,[2]
602020-09-27,[123]
602020-09-26,[2]
602020-09-21,[2]
15212020-09-18,"[19, 45, 107, 128]"
602020-09-23,[184]
602020-09-22,[2]
5732020-11-28,[76]
11182020-08-26,"[12, 132, 134, 154]"
11182020-08-24,[135]
11182020-08-23,[155]
11182020-08-22,"[128, 163]"
11182020-08-21,[134]
5732020-11-20,"[151, 164]"
5732020-11-21,"[146, 151, 164]"
5732020-11-22,[1]
5732020-11-23,[20]
5732020-11-24,[1]
5732020-11-25,[166]
5732020-11-26,[130]
11182020-08-28,"[135, 156]"
13212020-10-11,[140]
6482020-10-16,[154]
6482020-10-15,[124]
6482020-10-14,[134]
15392020-10-10,[128]
6482020-10-12,"[124, 134]"
13212020-10-17,[22]
6482020-10-10,[128]
13212020-10-19,[190]
7462020-11-27,[1]
7462020-11-24,[76]
7462020-11-25,"[141, 142]"
15392020-10-18,[128]
15392020-10-19,[134]
7462020-11-20,"[128, 154]"
7462020-11-21,[134]
9282020-10-03,"[134, 187]"
16572020-10-17,[135]
11042020-08-28,[156]
16572020-10-11,[128]
16572020-10-10,[154]
7972020-08-24,[154]
6052020-09-14,"[130, 154]"
16572020-10-18,[128]
21102020-09-29,"[26, 76, 130, 141]"
18732020-10-24,"[128, 169]"
10402020-09-19,[156]
18732020-10-20,[76]
15272020-09-18,"[128, 183]"
15272020-09-17,[128]
15272020-09-15,[134]
15272020-09-14,"[132, 169]"
15272020-09-13,[134]
15272020-09-11,"[76, 135, 154]"
7252020-09-13,[154]
1082020-10-14,"[130, 154]"
7252020-09-11,"[148, 151]"
7252020-09-10,"[130, 154]"
7252020-09-17,[130]
7252020-09-16,[128]
7252020-09-15,[156]
1082020-10-15,"[2, 123]"
7252020-09-19,[123]
7252020-09-18,[76]
3432020-09-28,[15]
16222020-10-03,"[146, 151]"
10402020-09-14,[108]
8122020-09-29,[148]
10642020-11-28,[142]
12202020-09-04,"[134, 140, 169]"
12202020-09-05,[163]
12202020-09-06,"[128, 134, 138, 138, 154, 156]"
8122020-09-28,[142]
12202020-09-01,[148]
12202020-09-02,"[124, 161]"
3502020-10-24,"[151, 154, 164]"
12202020-09-08,"[20, 163]"
12202020-09-09,"[76, 148]"
10952020-09-28,[138]
10952020-09-29,[128]
4382020-11-28,[76]
4382020-11-29,[15]
4382020-11-26,[98]
10952020-09-25,[76]
4382020-11-24,"[21, 134, 195]"
10952020-09-27,"[146, 151]"
10952020-09-20,[130]
4382020-11-23,[128]
4382020-11-20,[15]
4382020-11-21,[93]
15042020-09-12,[169]
8122020-09-22,[128]
3502020-10-25,"[20, 22]"
6562020-08-24,[140]
3792020-08-13,"[154, 161]"
4532020-08-18,[161]
4532020-08-19,[139]
4872020-09-13,[155]
4532020-08-13,[16]
4532020-08-16,[140]
4532020-08-17,[15]
1572020-10-14,[142]
20532020-10-04,[134]
20532020-10-02,[170]
20532020-10-01,[76]
6502020-09-22,[151]
14092020-08-20,[135]
4712020-10-03,[151]
6942020-08-29,[155]
15622020-09-23,"[22, 154]"
15622020-09-22,[93]
2972020-11-09,"[15, 76]"
2972020-11-08,[1]
1882020-11-04,[146]
1882020-11-05,[151]
1882020-11-06,[1]
1882020-11-07,[130]
1882020-11-08,[151]
1882020-11-09,"[2, 124, 154]"
2972020-11-01,"[134, 154]"
15622020-09-28,"[128, 142]"
2972020-11-07,[76]
2972020-11-06,[134]
2972020-11-05,"[151, 169]"
2972020-11-04,[107]
14422020-09-15,[108]
13712020-10-22,"[129, 154]"
13712020-10-21,[178]
14422020-09-16,"[26, 107, 130]"
14422020-09-11,"[108, 154, 155]"
13712020-10-25,[155]
13712020-10-24,"[128, 134, 141]"
14052020-09-06,"[134, 156]"
13712020-10-28,[142]
14422020-09-19,[154]
14422020-09-18,"[130, 139, 141, 154, 154, 156]"
7622020-11-28,[26]
10092020-10-20,"[128, 138, 154]"
10092020-10-23,[138]
10092020-10-22,"[12, 134]"
10092020-10-25,"[76, 169]"
10152020-08-22,"[128, 130, 159, 161]"
10092020-10-27,[151]
10152020-08-20,[128]
7622020-11-20,[128]
16542020-11-22,[139]
7622020-11-22,[138]
7622020-11-23,[76]
5992020-08-17,"[107, 128, 155]"
7422020-09-14,"[2, 128]"
7622020-11-26,[130]
10152020-08-28,"[134, 138, 169, 170]"
1392020-10-14,[155]
1392020-10-15,[2]
5902020-10-09,"[128, 154]"
1392020-10-17,[2]
1392020-10-10,[2]
1392020-10-11,[155]
19612020-09-20,[156]
1392020-10-13,"[2, 155]"
7422020-09-12,"[128, 155, 160]"
2902020-10-30,"[141, 146, 169]"
15472020-08-20,[134]
1392020-10-18,[14]
1392020-10-19,"[188, 192]"
3662020-11-07,"[146, 151]"
13982020-10-06,[76]
172020-10-20,[107]
172020-10-23,"[2, 108, 123]"
3012020-10-14,[130]
172020-10-25,[2]
13982020-10-03,"[128, 148, 182]"
642020-11-08,[2]
172020-10-26,[2]
642020-11-06,[2]
172020-10-28,"[2, 2, 123]"
642020-11-04,[2]
642020-11-05,[2]
642020-11-02,"[2, 123]"
19602020-09-30,[46]
3012020-10-18,"[45, 135]"
5332020-09-14,[76]
19612020-09-21,[157]
3992020-09-18,"[130, 164]"
3992020-09-19,"[76, 128, 151, 154, 164, 169, 170]"
3992020-09-16,"[134, 154]"
3992020-09-17,[129]
3992020-09-14,[164]
3992020-09-15,[74]
3992020-09-12,"[151, 164]"
3992020-09-13,"[146, 151, 155]"
3992020-09-10,[74]
6862020-09-07,[148]
6322020-08-27,"[154, 161, 170]"
14442020-09-19,"[76, 93, 128]"
14442020-09-18,[134]
14442020-09-16,"[76, 107, 128, 134]"
14442020-09-15,"[18, 154, 155, 156]"
14442020-09-14,"[131, 138]"
14442020-09-12,"[154, 163]"
14442020-09-11,"[105, 108, 129, 141, 154, 155, 155]"
3462020-09-14,[141]
3952020-10-09,[74]
3952020-10-08,"[134, 135]"
3952020-10-07,"[132, 142]"
3952020-10-06,"[146, 151]"
3952020-10-05,"[133, 142]"
5332020-09-13,[134]
3952020-10-03,"[26, 179]"
3952020-10-02,"[46, 107]"
3952020-10-01,"[132, 134, 139]"
12582020-10-03,[148]
7972020-08-22,"[107, 156]"
11332020-09-02,"[134, 154]"
12582020-10-01,[154]
4212020-09-21,"[76, 148]"
9652020-10-30,"[19, 134]"
4212020-09-23,"[21, 184, 184]"
11452020-09-07,[139]
4212020-09-25,"[76, 130]"
4212020-09-24,[134]
11452020-09-02,"[12, 154, 161]"
4212020-09-26,"[76, 130, 141, 146, 148, 151]"
4212020-09-29,[151]
4212020-09-28,"[76, 100, 142, 154]"
18502020-10-18,"[140, 169]"
11452020-09-08,"[107, 128]"
11452020-09-09,"[74, 128]"
6322020-08-29,[148]
13722020-11-17,[76]
13722020-11-15,[151]
13722020-11-12,[128]
13722020-11-13,"[130, 130, 154]"
3202020-08-14,"[156, 159]"
12582020-10-04,[138]
13722020-11-18,"[20, 135]"
2792020-09-16,"[151, 159, 164, 169]"
2852020-10-05,[188]
14382020-10-08,"[156, 187]"
15982020-08-20,[51]
12582020-10-09,"[134, 157]"
3562020-10-02,"[134, 146, 151]"
11332020-09-08,"[26, 154]"
4212020-10-01,"[12, 151, 151, 155]"
2592020-11-20,[146]
1502020-11-20,[2]
15692020-09-22,[169]
10972020-08-21,"[12, 159]"
6642020-08-19,"[12, 12]"
10972020-08-23,"[151, 164]"
10972020-08-22,"[12, 154]"
10972020-08-25,[170]
10972020-08-24,"[26, 46, 123]"
10972020-08-26,"[128, 135]"
13712020-11-25,[128]
10972020-08-28,[170]
9942020-08-18,"[136, 151, 154, 163, 164]"
9942020-08-19,[154]
6642020-08-17,[154]
3112020-10-14,[155]
3112020-10-15,[12]
3112020-10-16,[154]
3112020-10-17,"[139, 142]"
3112020-10-10,"[154, 178]"
3112020-10-11,"[151, 164]"
17232020-09-08,[139]
3112020-10-13,"[130, 156]"
1062020-11-09,"[93, 188]"
5252020-11-04,"[15, 173]"
3112020-10-18,[76]
3112020-10-19,"[124, 154]"
21192020-10-04,[173]
12462020-08-29,"[169, 169]"
13792020-10-11,[74]
13792020-10-16,"[128, 134, 170]"
1582020-09-18,"[2, 123]"
10642020-11-24,[130]
11842020-11-23,"[1, 128, 128]"
10902020-09-07,[148]
12242020-09-22,[134]
13792020-10-18,"[25, 130]"
13792020-10-19,"[76, 134, 173]"
1582020-09-11,"[151, 157, 163, 164]"
1582020-09-10,[2]
1582020-09-13,"[107, 179]"
1582020-09-12,[2]
14012020-09-23,"[129, 169]"
14012020-09-21,[26]
1792020-11-18,[2]
14012020-09-27,[128]
7082020-09-05,"[2, 22, 159, 178]"
14012020-09-25,"[22, 142]"
1792020-11-13,"[146, 151, 151]"
1792020-11-12,"[1, 188]"
1792020-11-11,[76]
14012020-09-28,"[15, 76, 154]"
1792020-11-17,[25]
1792020-11-16,[2]
1792020-11-15,"[2, 100]"
1792020-11-14,[108]
22020-11-05,"[2, 123]"
5752020-11-12,"[130, 131, 135, 139, 154, 169]"
22020-11-07,"[2, 100]"
22020-11-06,[2]
22020-11-01,[2]
21192020-10-02,"[25, 151, 156, 164]"
5752020-11-15,[128]
22020-11-02,[2]
5752020-11-19,[124]
3562020-10-05,[148]
22020-11-09,"[2, 123]"
22020-11-08,"[2, 169]"
4262020-09-16,[148]
4262020-09-15,"[2, 123, 169]"
7482020-08-18,"[123, 128, 135, 154]"
4262020-09-13,[156]
4262020-09-12,[128]
4262020-09-11,"[154, 154]"
4262020-09-10,"[22, 154, 155]"
7482020-08-17,[128]
1962020-09-19,[169]
4262020-09-19,[130]
4262020-09-18,[169]
6692020-09-12,[154]
6692020-09-13,"[128, 154]"
6692020-09-10,[154]
1962020-09-18,[2]
6692020-09-16,[169]
6692020-09-17,[139]
6692020-09-14,"[76, 141]"
6692020-09-15,[128]
1432020-11-15,[2]
6692020-09-19,"[76, 141]"
5232020-10-14,"[154, 187]"
3862020-10-06,[142]
7502020-10-08,[170]
10262020-09-21,[156]
18072020-09-21,"[2, 128]"
18072020-09-20,[134]
18072020-09-22,[157]
18072020-09-27,[160]
5142020-11-20,"[146, 151]"
18072020-09-29,"[15, 173]"
18072020-09-28,[128]
7862020-11-10,[173]
5142020-11-23,"[128, 154]"
5902020-10-03,"[151, 164]"
5772020-09-14,"[135, 154]"
1062020-11-05,[2]
5772020-09-16,[76]
5772020-09-17,"[129, 135]"
5772020-09-10,[134]
5772020-09-11,[171]
5772020-09-12,[21]
5772020-09-13,"[128, 154]"
5142020-11-25,[142]
5772020-09-18,[154]
5772020-09-19,[76]
1962020-09-16,[123]
5142020-11-27,"[21, 76]"
7502020-10-01,"[130, 170]"
1062020-11-02,"[169, 178]"
10742020-10-30,[154]
11642020-08-18,[158]
8192020-11-25,"[76, 141]"
3282020-08-29,"[124, 169]"
8192020-11-27,"[22, 184]"
15672020-09-21,[128]
8192020-11-21,[15]
15672020-09-27,"[21, 22, 76]"
2742020-09-23,"[135, 148]"
2742020-09-22,"[2, 159]"
13702020-10-04,[142]
3282020-08-21,"[128, 128, 129, 154]"
13702020-10-06,"[25, 74, 176]"
13702020-10-07,"[12, 141]"
2742020-09-29,[74]
13702020-10-01,[12]
3282020-08-26,"[12, 151, 164]"
13702020-10-03,"[76, 128]"
11802020-10-14,[136]
4222020-09-29,[160]
3482020-11-08,[176]
11612020-09-21,[128]
3482020-11-09,"[146, 151]"
11802020-10-16,"[107, 130, 130, 134]"
7122020-09-12,[155]
12612020-11-22,[128]
11802020-10-17,[170]
18232020-11-29,[138]
11612020-09-24,[26]
18232020-11-24,[169]
18232020-11-25,[134]
3982020-09-24,"[151, 154, 164, 169]"
8872020-09-25,[130]
8872020-09-24,"[128, 154]"
8872020-09-27,[74]
8872020-09-26,"[107, 134, 154]"
8872020-09-20,[76]
8872020-09-23,[18]
8872020-09-22,[154]
12612020-11-26,[142]
11612020-09-27,"[105, 107]"
8872020-09-29,"[74, 142]"
8872020-09-28,"[151, 154, 164]"
5332020-09-28,[142]
12612020-11-27,"[15, 128]"
3982020-09-20,[154]
7882020-11-24,[142]
6672020-08-27,[155]
3142020-11-08,[164]
4322020-10-28,"[123, 142]"
3462020-09-18,"[146, 151]"
3742020-08-27,[161]
6672020-08-25,[154]
16042020-09-08,"[128, 155]"
8272020-10-09,"[139, 146, 151, 154, 155, 156]"
16042020-09-07,[134]
6672020-08-23,"[140, 154]"
3532020-09-25,"[135, 139]"
3532020-09-24,[136]
3532020-09-27,[142]
3532020-09-26,[140]
3532020-09-21,[130]
3532020-09-20,"[134, 154]"
3532020-09-23,[128]
7392020-10-19,"[14, 138]"
7392020-10-16,"[151, 164]"
3152020-10-14,[156]
7392020-10-14,[130]
7392020-10-15,"[134, 169]"
7392020-10-12,"[124, 129]"
7392020-10-13,"[128, 154]"
7392020-10-10,[20]
7392020-10-11,"[128, 154]"
15572020-09-03,[170]
11172020-08-19,"[134, 163]"
13182020-10-08,[74]
13182020-10-09,"[128, 187]"
13182020-10-06,"[151, 164]"
13182020-10-07,"[50, 132, 155]"
13182020-10-04,[154]
12502020-11-18,"[107, 134, 193]"
13182020-10-02,"[25, 175]"
13182020-10-03,[128]
13182020-10-01,"[128, 154, 173]"
7642020-11-13,[154]
7642020-11-12,[193]
7642020-11-11,"[133, 154]"
14342020-11-18,[128]
7642020-11-17,[76]
7642020-11-16,[178]
7642020-11-15,"[76, 146, 151]"
3152020-10-19,"[124, 134]"
14342020-11-13,[93]
14342020-11-12,[134]
7642020-11-19,"[48, 190]"
1512020-09-08,[2]
14342020-11-17,[134]
14342020-11-15,[130]
15602020-09-15,[128]
15602020-09-17,"[25, 107, 176]"
15602020-09-10,"[134, 154, 169]"
15602020-09-12,"[146, 151]"
15602020-09-13,"[163, 163]"
7572020-11-01,[22]
15602020-09-18,"[45, 107, 159, 181, 183]"
2112020-08-27,"[124, 154]"
3602020-09-19,[154]
10882020-11-07,[134]
2752020-08-19,"[124, 130]"
2752020-08-16,"[130, 133]"
20312020-09-26,[15]
2752020-08-14,[128]
2752020-08-15,[148]
2752020-08-12,"[130, 155]"
2752020-08-13,"[154, 163]"
20312020-09-20,[107]
15542020-09-07,[128]
8052020-10-12,"[146, 151]"
15542020-09-05,[170]
15542020-09-03,"[108, 155]"
15542020-09-08,[128]
15542020-09-09,[105]
10982020-11-28,[130]
10982020-11-29,[93]
7062020-10-24,[139]
10982020-11-24,[12]
10982020-11-25,[154]
10982020-11-27,"[76, 76, 93, 129, 138, 142]"
10982020-11-20,[151]
10982020-11-21,[134]
10982020-11-23,"[76, 93, 128]"
7662020-09-14,[76]
4532020-11-13,[140]
7662020-09-16,"[155, 178]"
4532020-11-11,"[19, 154]"
4532020-11-16,"[124, 169]"
1012020-10-29,[76]
7662020-09-12,"[76, 128, 169]"
7662020-09-13,[128]
1012020-10-24,"[123, 187]"
1012020-10-25,[93]
4532020-11-18,"[146, 151]"
4532020-11-19,[124]
1012020-10-20,[123]
7662020-09-19,[76]
1012020-10-22,[108]
1012020-10-23,"[2, 123]"
10302020-09-09,[163]
16942020-11-21,[135]
11042020-10-29,[108]
16942020-11-24,[135]
16942020-11-25,[128]
9182020-10-03,[169]
11042020-10-24,"[129, 156]"
11042020-10-27,"[26, 169]"
11042020-10-26,[76]
7192020-09-03,"[108, 154]"
11042020-10-23,"[128, 135, 154]"
7282020-11-16,[134]
10722020-10-16,"[14, 154, 154]"
4202020-11-15,[142]
10722020-10-14,[138]
4202020-11-17,[132]
10722020-10-12,[128]
11792020-10-05,[76]
4202020-11-12,"[124, 154]"
1932020-09-08,"[12, 130, 154]"
11792020-10-04,"[142, 169]"
4202020-11-18,[148]
16352020-10-02,[138]
10722020-10-18,[151]
10722020-10-19,[124]
14042020-09-23,[93]
14042020-09-20,[2]
16352020-10-03,[135]
14042020-09-26,"[107, 155]"
14042020-09-27,"[76, 138]"
14042020-09-25,"[108, 128, 139, 169]"
14042020-09-28,"[128, 138]"
3542020-10-30,"[142, 154, 169]"
8052020-10-15,[128]
11792020-10-09,"[134, 138]"
11272020-10-05,[154]
7682020-11-22,[107]
11792020-10-08,[12]
16892020-09-07,"[18, 25]"
962020-11-13,[160]
16892020-09-09,[134]
16892020-09-08,[128]
962020-11-10,[123]
14662020-11-30,[142]
4272020-10-07,[130]
4652020-11-10,"[142, 154]"
4272020-10-05,"[148, 154]"
4272020-10-04,"[130, 130]"
4652020-11-15,"[100, 187]"
4652020-11-14,[171]
4652020-11-17,[108]
4652020-11-16,[124]
4652020-11-19,[107]
4652020-11-18,"[76, 100, 107]"
6462020-11-24,[25]
1932020-09-03,[152]
4272020-10-09,"[146, 151]"
962020-11-17,[2]
3432020-08-27,[155]
5722020-10-02,"[76, 128, 133]"
5722020-10-03,"[133, 154]"
5722020-10-04,[142]
7682020-11-24,"[142, 177]"
5722020-10-06,[2]
5722020-10-07,[76]
16312020-09-18,"[19, 128, 170]"
5722020-10-09,[156]
962020-11-15,[169]
7992020-09-27,[12]
7992020-09-26,[21]
7992020-09-25,"[130, 154]"
7992020-09-24,[154]
7992020-09-23,"[148, 151]"
1932020-09-07,"[138, 154]"
7992020-09-21,[46]
7992020-09-20,[154]
22492020-09-29,[25]
1932020-09-06,[141]
7992020-09-29,[161]
7992020-09-28,"[76, 107]"
962020-11-19,[188]
9452020-10-28,"[1, 140]"
9452020-10-24,[164]
9452020-10-25,[76]
9452020-10-26,[76]
9452020-10-27,[142]
11602020-09-29,[134]
9452020-10-21,"[76, 141]"
9452020-10-22,[134]
9452020-10-23,[108]
4492020-08-20,[128]
4492020-08-21,"[51, 108]"
4492020-08-22,"[128, 157]"
4492020-08-23,[128]
4492020-08-24,"[128, 155]"
13992020-11-20,"[151, 164]"
4492020-08-26,[156]
4492020-08-27,"[124, 138, 151, 164]"
4492020-08-28,[14]
4492020-08-29,[154]
1132020-11-04,[169]
8022020-10-15,[129]
10132020-08-18,"[74, 107, 128, 159]"
10132020-08-19,"[146, 151]"
3722020-11-26,"[160, 167]"
3432020-08-20,[155]
3722020-11-25,[93]
14032020-09-14,[138]
14032020-09-15,[154]
14032020-09-16,"[154, 154, 169]"
14032020-09-11,"[135, 154]"
14032020-09-12,"[130, 156]"
7722020-10-06,[138]
14032020-09-18,"[128, 128, 154, 155]"
14032020-09-19,"[100, 128]"
6462020-11-28,"[1, 154]"
4902020-09-29,[142]
1162020-09-02,"[146, 151, 151]"
4902020-09-25,[178]
4902020-09-24,[151]
4902020-09-27,[142]
3722020-11-20,[18]
4902020-09-21,"[128, 154]"
4902020-09-20,[155]
4902020-09-23,"[12, 154]"
4902020-09-22,[76]
8862020-10-28,[130]
8862020-10-29,[130]
7722020-10-07,"[151, 164, 169]"
8862020-10-27,[142]
8862020-10-24,[187]
8862020-10-25,[76]
8862020-10-22,[128]
8862020-10-23,"[21, 154, 169]"
8862020-10-20,"[135, 142]"
8862020-10-21,[171]
492020-09-13,[2]
13882020-11-18,"[1, 140]"
492020-09-11,[2]
492020-09-10,[152]
492020-09-17,"[2, 123]"
492020-09-16,[2]
492020-09-15,"[107, 179]"
492020-09-14,"[2, 123, 169]"
492020-09-19,[2]
492020-09-18,[93]
13882020-11-15,[128]
13882020-11-17,[100]
7492020-11-28,[134]
6642020-11-12,[124]
6642020-11-13,"[105, 140]"
6642020-11-10,[142]
13622020-08-29,"[15, 156]"
6642020-11-16,[164]
6642020-11-17,[129]
6642020-11-14,[142]
6642020-11-15,[129]
13622020-08-23,[157]
6642020-11-18,[76]
6642020-11-19,[165]
12912020-09-27,"[154, 178]"
13622020-08-24,[138]
4772020-09-12,[76]
572020-10-29,[2]
282020-10-05,"[2, 123]"
16852020-09-30,"[76, 173]"
572020-10-25,"[123, 179]"
572020-10-24,"[2, 123]"
572020-10-27,[2]
9192020-09-15,"[141, 169]"
17682020-09-30,"[15, 128]"
572020-10-20,"[2, 123, 170]"
572020-10-23,"[22, 159, 179]"
572020-10-22,"[2, 15, 169]"
15662020-11-17,"[130, 178]"
15662020-11-16,[128]
5102020-10-19,"[124, 134, 154, 154]"
15662020-11-12,[169]
17352020-10-10,[130]
7922020-08-19,[12]
9302020-09-08,[128]
17352020-10-18,"[128, 134]"
9302020-09-09,"[129, 154]"
18462020-10-26,[140]
7982020-09-28,"[128, 134]"
7982020-09-29,[128]
7982020-09-22,[22]
7982020-09-23,[130]
7982020-09-20,[130]
7982020-09-21,"[151, 164]"
7982020-09-26,[128]
7982020-09-27,[128]
7982020-09-24,"[135, 169]"
7982020-09-25,"[74, 142]"
10392020-11-16,"[100, 154]"
10392020-11-17,[1]
10392020-11-14,[130]
10392020-11-15,"[132, 134]"
10392020-11-12,[128]
10392020-11-11,"[138, 169]"
1972020-10-04,[179]
10392020-11-18,[139]
10392020-11-19,[139]
6742020-11-11,[128]
15612020-10-05,[154]
15612020-10-06,[134]
1232020-11-19,[2]
6742020-11-15,[151]
15612020-10-01,"[107, 135]"
15612020-10-02,[130]
15612020-10-03,"[15, 76, 100, 128, 187]"
1232020-11-12,[2]
1232020-11-13,"[15, 169, 195]"
1232020-11-10,[123]
1232020-11-11,"[170, 188]"
1232020-11-16,"[76, 169]"
1232020-11-17,[2]
1232020-11-14,"[2, 108]"
1232020-11-15,"[2, 123]"
7792020-10-09,[154]
7792020-10-08,"[128, 154]"
7632020-10-02,[128]
7632020-10-03,"[142, 156]"
7632020-10-04,[151]
7632020-10-05,"[76, 107]"
6062020-08-18,[140]
7632020-10-07,[129]
7792020-10-01,[76]
7632020-10-09,"[108, 128, 155]"
302020-08-23,[107]
7792020-10-02,"[46, 128, 128]"
302020-08-25,"[146, 148, 151, 155]"
302020-08-24,[123]
302020-08-27,"[107, 123]"
302020-08-26,"[26, 170]"
17342020-10-23,"[22, 25]"
21682020-10-04,[156]
11972020-10-03,[134]
11972020-10-02,[128]
11972020-10-01,[130]
11972020-10-07,"[76, 169]"
11972020-10-06,[188]
11972020-10-05,[1]
11972020-10-04,"[76, 151, 166]"
7792020-08-22,"[155, 163]"
11972020-10-09,"[157, 176, 187]"
11972020-10-08,[134]
3432020-08-29,"[138, 148, 151, 164]"
10322020-10-13,[154]
10322020-10-10,[130]
10322020-10-11,[138]
10322020-10-16,[138]
18472020-11-29,[98]
10322020-10-14,[18]
13522020-08-19,"[21, 107]"
18472020-11-24,[134]
3732020-09-22,"[19, 128]"
10322020-10-18,"[22, 138]"
3732020-09-20,"[128, 154]"
3732020-09-27,[154]
3732020-09-26,"[134, 142]"
3732020-09-25,"[128, 175]"
3732020-09-24,[76]
6182020-08-20,"[128, 134]"
6182020-08-21,"[163, 163]"
6182020-08-22,"[146, 151, 155]"
6182020-08-23,[154]
6182020-08-24,[155]
10962020-11-24,"[107, 142]"
11522020-10-08,[154]
11522020-10-09,"[74, 100, 128, 138]"
6182020-08-28,[124]
6182020-08-29,"[124, 154]"
11522020-10-04,"[134, 141, 154, 169]"
11522020-10-05,[142]
11522020-10-02,[100]
11522020-10-03,[128]
6232020-09-24,"[138, 184]"
13062020-10-25,[161]
8472020-10-20,"[151, 166]"
11452020-11-27,"[135, 138, 139]"
6232020-09-26,[151]
7842020-08-26,[129]
17122020-11-30,[138]
3672020-10-11,[148]
13702020-09-03,[22]
10372020-09-24,[139]
13702020-09-01,[138]
13702020-09-06,"[26, 128]"
11452020-11-25,[107]
122020-11-11,[2]
13702020-09-05,"[128, 148]"
11672020-11-27,"[76, 93, 128, 138]"
11672020-11-26,"[21, 76, 142]"
6252020-08-26,[107]
11672020-11-24,[107]
11672020-11-23,"[76, 93, 134]"
6252020-08-21,[154]
11672020-11-21,[128]
11672020-11-20,"[12, 140]"
16882020-10-11,"[128, 130, 155]"
16882020-10-10,[130]
16882020-10-17,[128]
8072020-11-18,[128]
9112020-10-12,[135]
9112020-10-13,[22]
8072020-11-17,[142]
9112020-10-11,"[74, 100]"
8072020-11-11,[138]
11452020-11-29,[128]
8072020-11-13,[21]
9112020-10-15,"[128, 134, 154]"
13032020-11-27,[15]
13152020-10-19,[193]
8472020-10-28,"[154, 154]"
14642020-09-07,[135]
282020-10-02,[2]
13152020-10-11,[142]
13152020-10-13,[1]
13152020-10-14,[173]
13152020-10-16,"[156, 169]"
13152020-10-17,[142]
8382020-09-22,[108]
20982020-09-19,[183]
12452020-08-28,"[12, 169]"
12452020-08-29,"[107, 154]"
4602020-10-07,[155]
12452020-08-23,"[154, 170]"
12452020-08-26,[138]
12452020-08-27,[138]
8382020-09-26,[107]
8382020-09-25,"[128, 134]"
13472020-09-25,"[108, 128, 135]"
20042020-09-30,[169]
1972020-08-13,[154]
8382020-09-24,"[135, 154]"
3572020-09-10,[93]
14502020-09-25,"[22, 100]"
14052020-11-15,[130]
3572020-09-13,[128]
3572020-09-14,"[76, 129, 139]"
3572020-09-15,[26]
3572020-09-16,"[151, 164]"
7822020-09-09,[22]
3572020-09-18,[128]
3572020-09-19,[169]
11132020-08-21,"[154, 156]"
5452020-11-07,[151]
14052020-11-18,"[154, 193]"
1132020-11-09,[188]
4772020-10-18,[154]
7242020-09-18,"[12, 76, 93, 141]"
7572020-11-27,[142]
14502020-09-21,[173]
13032020-11-24,[146]
7242020-09-19,[155]
14842020-09-16,"[134, 154]"
8042020-09-01,[155]
